cod_ibge,ano,pib_per_capita
2603801,2023,14449.64
2603900,2023,11259.91
2603926,2023,8747.39
2604007,2023,24434.32
2604106,2023,29738.31
2604155,2023,9576.23
2604205,2023,12130.70
2604304,2023,12697.71
2604403,2023,14654.39
2604502,2023,15824.43
2604601,2023,11997.67
2604700,2023,12368.22
2604809,2023,14268.17
2604908,2023,10334.20
2605004,2023,15129.21
2605103,2023,20394.93
2605152,2023,18143.70
2605202,2023,26428.10
2605301,2023,13827.69
2605400,2023,12812.92
2605459,2023,96281.45
2605509,2023,11408.40
2605608,2023,12074.47
2605707,2023,19397.34
2605806,2023,11119.96
2605905,2023,13626.02
2606002,2023,26904.81
2606101,2023,21652.86
2606200,2023,171409.82
2606309,2023,13071.72
2606408,2023,18929.95
2606507,2023,13749.65
2606606,2023,15554.55
2606705,2023,13886.95
2606804,2023,32733.92
2606903,2023,11038.88
2607000,2023,10730.55
2607109,2023,13696.73
2607208,2023,181663.40
2607307,2023,14220.94
2607406,2023,18940.70
2607505,2023,12345.37
2607604,2023,12155.46
2607653,2023,16797.56
2607703,2023,12346.40
2607752,2023,117432.13
2607802,2023,13486.13
2607901,2023,31490.89
2607950,2023,12621.62
2608008,2023,12143.17
2608057,2023,13096.55
2608107,2023,12799.96
2608206,2023,12396.63
2608255,2023,12396.00
2608305,2023,16123.02
2608404,2023,10709.68
2608453,2023,18237.10
2608503,2023,28356.16
2608602,2023,12531.75
2608701,2023,11994.23
2608750,2023,29625.07
2608800,2023,17848.19
2608909,2023,17539.20
2609006,2023,15042.83
2609105,2023,24079.62
2609154,2023,7201.70
2609204,2023,11758.20
2609303,2023,15615.35
2609402,2023,20225.51
2609501,2023,25355.24
2609600,2023,20072.57
2609709,2023,26686.96
2609808,2023,14126.88
2609907,2023,15582.86
2610004,2023,21179.32
2610103,2023,12992.35
2610202,2023,10436.50
2610301,2023,25113.83
2610400,2023,14407.69
2610509,2023,10356.40
2610608,2023,20329.67
2610707,2023,20454.96
2610806,2023,18689.87
2610905,2023,17283.89
2611002,2023,45917.95
2611101,2023,27346.89
2611200,2023,12648.33
2611309,2023,24970.36
2611408,2023,23121.83
2611507,2023,11795.13
2611533,2023,11581.00
2611606,2023,44563.38
2611705,2023,14017.10
2611804,2023,17955.92
2611903,2023,18718.84
2612000,2023,18756.25
2612109,2023,13378.54
2612208,2023,22285.15
2612307,2023,18202.84
2612406,2023,14480.97
2612455,2023,11279.91
2612471,2023,12425.30
2612505,2023,21634.69
2612554,2023,10998.68
2612604,2023,19268.89
2612703,2023,10806.76
2612802,2023,11981.54
